PULocationID,trip_count,avg_rpm,median_rpm,std_rpm,avg_revenue,avg_dist,cc_rate,airport_rate,cbd_rate,avg_tip_rate,rpm_cv
41,8148,9.590905811573865,8.722167243938644,5.731736557350825,20.856089837997057,3.2648809523809526,0.7658321060382917,0.006136475208640157,0.10395189003436427,0.15037125735640172,0.5976220254852287
42,5098,8.711400990859978,7.0,7.215779304573648,25.250988622989407,4.678728913299333,0.8322871714397803,0.003530796390741467,0.03079639074146724,0.04478423171639389,0.8283144481748067
43,47392,12.725425047087716,11.481891183218618,5.849616835289564,20.61883208136394,2.103337694125591,0.8796843349088453,0.0057604659014179604,0.581216239027684,0.2593953200202134,0.4596794852544655
45,5204,11.478120310303616,9.728286045165024,7.309051353763205,25.664056495003845,3.398305149884704,0.8489623366641046,0.007878554957724828,0.9083397386625672,0.2213102006658816,0.6367812112234139
47,560,5.952333192984263,4.468085106382978,5.510072026771384,35.31785714285714,8.096357142857142,0.9785714285714285,0.0,0.0,0.011796131018211309,0.9256995279205554
48,67278,13.430297510991034,11.499999999999998,7.888975743333469,21.95833244151134,2.4633111864205235,0.8559410208389072,0.013184101786616725,0.9888522250958709,0.26477914201571906,0.5874014136229908
49,1266,7.716022921573326,5.5813953488372094,7.114244221452447,28.499976303317535,5.602598736176936,0.9684044233807267,0.002369668246445498,0.022906793048973143,0.022842969216343694,0.9220092130055293
50,14842,12.394605036435111,10.905797101449275,6.71453363987914,21.67739455598976,2.531259938013745,0.8635628621479585,0.00956744374073575,0.9541840722274626,0.2523491242081495,0.5417303431727865
51,995,4.872290317942963,3.7704918032786887,4.468567720304988,42.4648743718593,10.879356783919597,0.9809045226130654,0.0,0.003015075376884422,0.0015219636320219364,0.9171390513920724
52,508,9.309773646548622,7.231481481481481,5.717209893178459,25.137106299212597,4.101062992125985,0.860236220472441,0.0,0.23818897637795275,0.15423202662320568,0.614108367210193
53,149,5.216789683703984,4.266666666666667,3.612936329764026,38.670805369127514,8.805503355704698,0.9395973154362416,0.053691275167785234,0.16778523489932887,0.05491839348687538,0.6925593226520101
55,1472,5.349057545374277,4.0476190476190474,4.364294185877006,41.154347826086955,10.068254076086957,0.9993206521739131,0.0006793478260869565,0.002717391304347826,0.0023563514101246886,0.8158996512668166
56,528,5.43751815022067,4.305555555555555,3.490668180495496,37.7542803030303,8.013920454545456,0.9772727272727273,0.05303030303030303,0.05303030303030303,0.014580925654748318,0.6419598213853934
60,333,5.598240218989335,4.415584415584416,3.983078002502456,35.269129129129134,8.215495495495496,0.972972972972973,0.0,0.003003003003003003,0.0,0.7114875115561817
61,3268,7.677387511412319,5.833333333333334,6.55382450860648,28.53778457772338,5.61251223990208,0.9862301101591188,0.0015299877600979193,0.005201958384332925,0.004899385869615497,0.853652951458334
